time,1day_active_users
2016-08-04 00:00:00-04:00,15470.0
2016-08-05 00:00:00-04:00,14203.0
2016-08-06 00:00:00-04:00,11864.0
2016-08-07 00:00:00-04:00,11451.0
2016-08-08 00:00:00-04:00,16932.0
2016-08-09 00:00:00-04:00,16019.0
2016-08-10 00:00:00-04:00,16676.0
2016-08-11 00:00:00-04:00,16810.0
2016-08-12 00:00:00-04:00,16510.0
2016-08-13 00:00:00-04:00,12116.0
2016-08-14 00:00:00-04:00,13090.0
2016-08-15 00:00:00-04:00,18331.0
2016-08-16 00:00:00-04:00,19076.0
2016-08-17 00:00:00-04:00,19125.0
2016-08-18 00:00:00-04:00,19911.0
2016-08-19 00:00:00-04:00,19725.0
2016-08-20 00:00:00-04:00,16219.0
2016-08-21 00:00:00-04:00,18287.0
2016-08-22 00:00:00-04:00,22114.0
2016-08-23 00:00:00-04:00,22107.0
2016-08-24 00:00:00-04:00,22143.0
2016-08-25 00:00:00-04:00,21510.0
2016-08-26 00:00:00-04:00,20771.0
2016-08-27 00:00:00-04:00,16893.0
2016-08-28 00:00:00-04:00,18727.0
2016-08-29 00:00:00-04:00,22138.0
2016-08-30 00:00:00-04:00,21652.0
2016-08-31 00:00:00-04:00,21812.0
2016-09-01 00:00:00-04:00,20855.0
2016-09-02 00:00:00-04:00,20658.0
2016-09-03 00:00:00-04:00,16261.0
2016-09-04 00:00:00-04:00,15356.0
2016-09-05 00:00:00-04:00,18038.0
2016-09-06 00:00:00-04:00,21613.0
2016-09-07 00:00:00-04:00,21949.0
2016-09-08 00:00:00-04:00,21520.0
2016-09-09 00:00:00-04:00,20542.0
2016-09-10 00:00:00-04:00,16498.0
2016-09-11 00:00:00-04:00,17847.0
2016-09-12 00:00:00-04:00,21416.0
2016-09-13 00:00:00-04:00,21547.0
2016-09-14 00:00:00-04:00,21822.0
2016-09-15 00:00:00-04:00,21708.0
2016-09-16 00:00:00-04:00,20365.0
2016-09-17 00:00:00-04:00,16510.0
2016-09-18 00:00:00-04:00,17799.0
2016-09-19 00:00:00-04:00,21656.0
2016-09-20 00:00:00-04:00,21855.0
2016-09-21 00:00:00-04:00,21463.0
2016-09-22 00:00:00-04:00,21352.0
2016-09-23 00:00:00-04:00,20718.0
2016-09-24 00:00:00-04:00,16294.0
2016-09-25 00:00:00-04:00,18175.0
2016-09-26 00:00:00-04:00,21583.0
2016-09-27 00:00:00-04:00,21611.0
2016-09-28 00:00:00-04:00,21591.0
2016-09-29 00:00:00-04:00,21365.0
2016-09-30 00:00:00-04:00,20513.0
2016-10-01 00:00:00-04:00,15926.0
2016-10-02 00:00:00-04:00,17527.0
2016-10-03 00:00:00-04:00,21391.0
2016-10-04 00:00:00-04:00,21271.0
2016-10-05 00:00:00-04:00,21340.0
2016-10-06 00:00:00-04:00,21187.0
2016-10-07 00:00:00-04:00,20217.0
2016-10-08 00:00:00-04:00,16340.0
2016-10-09 00:00:00-04:00,19097.0
2016-10-10 00:00:00-04:00,21690.0
2016-10-11 00:00:00-04:00,21785.0
2016-10-12 00:00:00-04:00,21577.0
2016-10-13 00:00:00-04:00,21097.0
2016-10-14 00:00:00-04:00,20199.0
2016-10-15 00:00:00-04:00,15250.0
2016-10-16 00:00:00-04:00,20886.0
2016-10-17 00:00:00-04:00,19243.0
2016-10-18 00:00:00-04:00,19899.0
2016-10-19 00:00:00-04:00,21352.0
2016-10-21 00:00:00-04:00,16904.42829827916
2016-10-22 00:00:00-04:00,15482.0
2016-10-23 00:00:00-04:00,17275.0
2016-10-24 00:00:00-04:00,21423.0
2016-10-25 00:00:00-04:00,21478.0
2016-10-26 00:00:00-04:00,21401.0
2016-10-27 00:00:00-04:00,21147.0
2016-10-28 00:00:00-04:00,19386.0
2016-10-29 00:00:00-04:00,16769.0
2016-10-30 00:00:00-04:00,17507.0
2016-10-31 00:00:00-04:00,21098.0
2016-11-01 00:00:00-04:00,21611.0
2016-11-02 00:00:00-04:00,21277.0
2016-11-03 00:00:00-04:00,21591.0
2016-11-04 00:00:00-04:00,20138.0
2016-11-05 00:00:00-04:00,16418.0
2016-11-06 00:00:00-04:00,18092.0
2016-11-07 00:00:00-05:00,21669.0
2016-11-08 00:00:00-05:00,21325.0
2016-11-09 00:00:00-05:00,21097.0
2016-11-10 00:00:00-05:00,21603.0
2016-11-11 00:00:00-05:00,19884.0
2016-11-12 00:00:00-05:00,16105.0
2016-11-13 00:00:00-05:00,17651.0
2016-11-14 00:00:00-05:00,21591.0
2016-11-15 00:00:00-05:00,23298.0
2016-11-16 00:00:00-05:00,21571.0
2016-11-17 00:00:00-05:00,20940.0
2016-11-18 00:00:00-05:00,19262.0
2016-11-19 00:00:00-05:00,15483.0
2016-11-20 00:00:00-05:00,17190.0
2016-11-21 00:00:00-05:00,20968.0
2016-11-22 00:00:00-05:00,20327.0
2016-11-23 00:00:00-05:00,18163.0
2016-11-24 00:00:00-05:00,12439.0
2016-11-25 00:00:00-05:00,19659.0
2016-11-26 00:00:00-05:00,19656.0
2016-11-27 00:00:00-05:00,17220.0
2016-11-28 00:00:00-05:00,21807.0
2016-11-29 00:00:00-05:00,21392.0
2016-11-30 00:00:00-05:00,21590.0
2016-12-01 00:00:00-05:00,21496.0
2016-12-02 00:00:00-05:00,20007.0
2016-12-03 00:00:00-05:00,15945.0
2016-12-04 00:00:00-05:00,17963.0
2016-12-05 00:00:00-05:00,21359.0
2016-12-06 00:00:00-05:00,20675.0
2016-12-07 00:00:00-05:00,20730.0
2016-12-08 00:00:00-05:00,20383.0
2016-12-09 00:00:00-05:00,19452.0
2016-12-10 00:00:00-05:00,15786.0
2016-12-11 00:00:00-05:00,16579.0
2016-12-12 00:00:00-05:00,0.0
2016-12-13 00:00:00-05:00,19321.0
2016-12-14 00:00:00-05:00,0.0
2016-12-15 00:00:00-05:00,0.0
2016-12-16 00:00:00-05:00,17529.0
2016-12-17 00:00:00-05:00,11843.0
