time,google.accounts:drive_used_quota_in_mb,google.accounts:gmail_used_quota_in_mb,google.accounts:gplus_photos_used_quota_in_mb,google.accounts:used_quota_in_mb
2018-05-25T00:00:00.000-0400,139596373,75524326,2350604,217489412
2018-05-26T00:00:00.000-0400,139623784,75527042,2350686,217519640
2018-05-27T00:00:00.000-0400,139635223,75532185,2352087,217537617
2018-05-28T00:00:00.000-0400,139653929,75539985,2352503,217564532
2018-05-30T00:00:00.000-0400,140620174,75577152,2352720,218568144
2018-05-31T00:00:00.000-0400,140779105,75606421,2352918,218756534
2018-06-01T00:00:00.000-0400,140799303,75613107,2353304,218783819
2018-06-02T00:00:00.000-0400,140809743,75619642,2353367,218800860
2018-06-03T00:00:00.000-0400,140816516,75624915,2353391,218812912
2018-06-04T00:00:00.000-0400,140856082,75644266,2353730,218872199
2018-06-05T00:00:00.000-0400,140887963,75677233,2358316,218941641
2018-06-06T00:00:00.000-0400,140914851,75698874,2361936,218993760
2018-06-07T00:00:00.000-0400,140958006,75718972,2362007,219057082
2018-06-08T00:00:00.000-0400,140991065,75736012,2362562,219107750
2018-06-09T00:00:00.000-0400,141010064,75737528,2362691,219128409
2018-06-10T00:00:00.000-0400,141043141,75746379,2363297,219170951
2018-06-14T00:00:00.000-0400,141387792,75831739,2372227,219609890
2018-06-15T00:00:00.000-0400,141427414,75843337,2374622,219663483
2018-06-16T00:00:00.000-0400,141440191,75848595,2374809,219681715
2018-06-17T00:00:00.000-0400,141464345,75854535,2374819,219711820
2018-06-18T00:00:00.000-0400,141511949,75876322,2368581,219774978
2018-06-19T00:00:00.000-0400,141610333,75899714,2368655,219896843
2018-06-20T00:00:00.000-0400,141693880,75921214,2369274,220002512
2018-06-21T00:00:00.000-0400,141822310,75942271,2370550,220153275
2018-06-22T00:00:00.000-0400,141918885,75961982,2370556,220269561
2018-06-23T00:00:00.000-0400,141921489,75967545,2370556,220277728
2018-06-24T00:00:00.000-0400,141988142,75973177,2371207,220350658
2018-06-25T00:00:00.000-0400,142202419,75996326,2371420,220588309
2018-06-26T00:00:00.000-0400,142404610,76016252,2371184,220810215
2018-06-27T00:00:00.000-0400,142639981,76042343,2371298,221071795
2018-06-28T00:00:00.000-0400,143235468,76066347,2371488,221691500
2018-06-29T00:00:00.000-0400,143376236,76095219,2371674,221861319
2018-06-30T00:00:00.000-0400,143457095,76100419,2371989,221947702
2018-07-01T00:00:00.000-0400,143611817,76085030,2372287,222087346
2018-07-02T00:00:00.000-0400,143660140,76106515,2372218,222157054
2018-07-03T00:00:00.000-0400,143958458,76120587,2372515,222469730
2018-07-04T00:00:00.000-0400,144059316,76121096,2372753,222571327
2018-07-05T00:00:00.000-0400,144183221,76149219,2372869,222723467
2018-07-06T00:00:00.000-0400,144240691,76166793,2373300,222798958
2018-07-07T00:00:00.000-0400,144291146,76163386,2373377,222846094
2018-07-08T00:00:00.000-0400,144340104,76168744,2373478,222900507
2018-07-09T00:00:00.000-0400,144427570,76192811,2374203,223012770
2018-07-10T00:00:00.000-0400,144530830,76205853,2374630,223129509
2018-07-11T00:00:00.000-0400,144608218,76232232,2374801,223233454
2018-07-12T00:00:00.000-0400,144735698,76256418,2375212,223385540
2018-07-13T00:00:00.000-0400,144779732,76277453,2379753,223455150
2018-07-14T00:00:00.000-0400,144834121,76284061,2380845,223517252
2018-07-15T00:00:00.000-0400,144969011,76293095,2380997,223661324
2018-07-16T00:00:00.000-0400,145169715,76312985,2381129,223882040
2018-07-17T00:00:00.000-0400,142893915,76328869,2381547,221622437
2018-07-18T00:00:00.000-0400,141430100,76353322,2383323,220184896
2018-07-19T00:00:00.000-0400,141724958,76379202,2383889,220506196
2018-07-20T00:00:00.000-0400,141846350,76397805,2386121,220648420
2018-07-21T00:00:00.000-0400,141850905,76400810,2387897,220657757
2018-08-04T00:00:00.000-0400,142481485,76683330,2409684,221592713
2018-08-05T00:00:00.000-0400,142488471,76690829,2407725,221605248
2018-08-06T00:00:00.000-0400,142532676,76715123,2414707,221680761
2018-08-07T00:00:00.000-0400,142539857,76748035,2415162,221721268
2018-08-10T00:00:00.000-0400,142745385,76892555,2418697,222074902
2018-08-11T00:00:00.000-0400,142792623,76900349,2419750,222130984
2018-08-13T00:00:00.000-0400,142895465,76954772,2420681,222289187
2018-08-14T00:00:00.000-0400,142987866,76994946,2421767,222422838
2018-08-15T00:00:00.000-0400,143104448,77053212,2432599,222608532
2018-08-16T00:00:00.000-0400,143135816,77115590,2432983,222702664
2018-08-17T00:00:00.000-0400,143162963,77170446,2433243,222784967
2018-08-18T00:00:00.000-0400,143147745,77180567,2433768,222780416
2018-08-19T00:00:00.000-0400,143168300,77217696,2434063,222838429
2018-08-20T00:00:00.000-0400,143214786,77262046,2434127,222929360
2018-08-21T00:00:00.000-0400,143152731,77311570,2435131,222917915
2018-08-22T00:00:00.000-0400,143237961,77369673,2436416,223062668
2018-08-23T00:00:00.000-0400,143324584,77422124,2436583,223202125
2018-08-24T00:00:00.000-0400,143329183,77468241,2436572,223252884
2018-08-25T00:00:00.000-0400,143341629,77477312,2436593,223274457
2018-08-26T00:00:00.000-0400,143365139,77487129,2436593,223307819
2018-08-27T00:00:00.000-0400,143493477,77537134,2436569,223486210
2018-08-28T00:00:00.000-0400,143606978,77585856,2436585,223648567
2018-08-29T00:00:00.000-0400,143686388,77640315,2436585,223782487
2018-08-30T00:00:00.000-0400,143823351,77701913,2436596,223981118
2018-08-31T00:00:00.000-0400,143851646,77751972,2436596,224059510
2018-09-01T00:00:00.000-0400,143878688,77759475,2436077,224093577
2018-09-02T00:00:00.000-0400,143898658,77775591,2436077,224129694
2018-09-03T00:00:00.000-0400,143985446,77789412,2436077,224230352
2018-09-04T00:00:00.000-0400,144110851,77873730,2436077,224440112
2018-09-05T00:00:00.000-0400,144183943,77926717,2436077,224566254
2018-09-06T00:00:00.000-0400,144448301,77985224,2436092,224889199
2018-09-07T00:00:00.000-0400,144617784,78026562,2436092,225100018
2018-09-08T00:00:00.000-0400,144658011,78040166,2436103,225153852
2018-09-09T00:00:00.000-0400,144720795,78057459,2436046,225233877
2018-09-10T00:00:00.000-0400,144823796,78120194,2436046,225399576
2018-09-11T00:00:00.000-0400,144905213,78173011,2436046,225533781
2018-09-12T00:00:00.000-0400,144969975,78213968,2436031,225639503
2018-09-13T00:00:00.000-0400,144978882,78236093,2436031,225670549
2018-09-14T00:00:00.000-0400,144987262,78248648,2436031,225691510
2018-09-15T00:00:00.000-0400,144778050,78258988,2436031,225492650
2018-09-16T00:00:00.000-0400,144805537,78269508,2436031,225530697
2018-09-17T00:00:00.000-0400,144912604,78331793,2434180,225698186
2018-09-18T00:00:00.000-0400,144985476,78398481,2434180,225837800
2018-09-19T00:00:00.000-0400,145089867,78476610,2433529,226019699
2018-09-20T00:00:00.000-0400,145330087,78516119,2428708,226294618
2018-09-21T00:00:00.000-0400,145211987,78591452,2428708,226251899
2018-09-22T00:00:00.000-0400,145249199,78602804,2428708,226300471
2018-09-23T00:00:00.000-0400,145563450,78706650,2424784,226714691
2018-09-24T00:00:00.000-0400,145379016,78672629,2424784,226496219
2018-09-25T00:00:00.000-0400,145645668,78725710,2424784,226815956
2018-09-26T00:00:00.000-0400,145806529,78806747,2424971,227058059
2018-09-27T00:00:00.000-0400,145893918,78879469,2424971,227218176
2018-09-28T00:00:00.000-0400,146010332,78921444,2419624,227371229
2018-09-29T00:00:00.000-0400,146058131,78931679,2419080,227428711
2018-09-30T00:00:00.000-0400,146141952,78937455,2419080,227518301
2018-10-01T00:00:00.000-0400,146343384,78995420,2419080,227777693
2018-10-02T00:00:00.000-0400,146432206,79054780,2419100,227925949
2018-10-03T00:00:00.000-0400,146596172,79120494,2419110,228155668
2018-10-04T00:00:00.000-0400,146667027,79149302,2419122,228255398
2018-10-05T00:00:00.000-0400,146670268,79211472,2419122,228320845
2018-10-06T00:00:00.000-0400,146695557,79220415,2419106,228355091
2018-10-07T00:00:00.000-0400,146742740,79230147,2419106,228412015
2018-10-08T00:00:00.000-0400,146868089,79266768,2419106,228573978
2018-10-09T00:00:00.000-0400,146946501,79307243,2419106,228692879
2018-10-10T00:00:00.000-0400,147140247,79362688,2419106,228942054
2018-10-11T00:00:00.000-0400,147232147,79411484,2419116,229082758
2018-10-12T00:00:00.000-0400,147314749,79486740,2419116,229240659
2018-10-13T00:00:00.000-0400,147346597,79499709,2419116,229285466
2018-10-14T00:00:00.000-0400,147386343,79515737,2419116,229341218
2018-10-15T00:00:00.000-0400,147496834,79662373,2419129,229598380
2018-10-16T00:00:00.000-0400,147599565,79750376,2419142,229789138
2018-10-17T00:00:00.000-0400,147690303,79828946,2419166,229958577
2018-10-18T00:00:00.000-0400,147801647,79875574,2419166,230116570
2018-10-19T00:00:00.000-0400,148025301,79955047,2419166,230419734
2018-10-20T00:00:00.000-0400,148068910,79964385,2419166,230472689
2018-10-21T00:00:00.000-0400,148073730,79969506,2419166,230482633
2018-10-22T00:00:00.000-0400,148194668,80034320,2419166,230668394
2018-10-23T00:00:00.000-0400,148332238,80102351,2419178,230874031
2018-10-24T00:00:00.000-0400,148420088,80168628,2419188,231028200
2018-10-25T00:00:00.000-0400,148548655,80207623,2419188,231195754
2018-10-26T00:00:00.000-0400,148637331,80263876,2419188,231340710
2018-10-27T00:00:00.000-0400,148613251,80275616,2419188,231328363
2018-10-28T00:00:00.000-0400,148632180,80303037,2419188,231374676
2018-10-29T00:00:00.000-0400,148733662,80387384,2419199,231560495
2018-10-30T00:00:00.000-0400,148885300,80445262,2419199,231770042
2018-10-31T00:00:00.000-0400,148986353,80512864,2419212,231938801
2018-11-01T00:00:00.000-0400,149044829,80590950,2419212,232075371
2018-11-02T00:00:00.000-0400,149250987,80638646,2419212,232329209
2018-11-03T00:00:00.000-0400,149310751,80648639,2419212,232398970
2018-11-04T00:00:00.000-0400,149353727,80668478,2419212,232461835
2018-11-05T00:00:00.000-0500,149569722,80769209,2419212,232778571
2018-11-06T00:00:00.000-0500,149780152,80835985,2418894,233055477
2018-11-07T00:00:00.000-0500,149963450,80904346,2418925,233307202
2018-11-08T00:00:00.000-0500,150160292,80976552,2418925,233576263
2018-11-09T00:00:00.000-0500,150144660,81032255,2418925,233616309
2018-11-10T00:00:00.000-0500,150171617,81046865,2418939,233657910
2018-11-11T00:00:00.000-0500,150239382,81068965,2418939,233747787
2018-11-12T00:00:00.000-0500,150388110,81133801,2418928,233961327
2018-11-13T00:00:00.000-0500,150575218,81199581,2418928,234214219
2018-11-14T00:00:00.000-0500,150703503,81263466,2418928,234406410
2018-11-15T00:00:00.000-0500,150861884,81332276,2418928,234633590
2018-11-16T00:00:00.000-0500,151111286,81382898,2418948,234933650
2018-11-17T00:00:00.000-0500,151181052,81395395,2418948,235015936
2018-11-18T00:00:00.000-0500,151347912,81412527,2418875,235199851
2018-11-19T00:00:00.000-0500,151544127,81471785,2418875,235455368
2018-11-20T00:00:00.000-0500,151729017,81562833,2418875,235731394
2018-11-21T00:00:00.000-0500,151814883,81608680,2418875,235863115
2018-11-22T00:00:00.000-0500,151860745,81621001,2418897,235921317
2018-11-24T00:00:00.000-0500,152029204,81652245,2418897,236121017
2018-11-25T00:00:00.000-0500,152087707,81675800,2418897,236203118
2018-11-26T00:00:00.000-0500,152363091,81741251,2418897,236543971
2018-11-27T00:00:00.000-0500,152601879,81806885,2418909,236848476
2018-11-28T00:00:00.000-0500,152735299,81892638,2418870,237067630
2018-11-29T00:00:00.000-0500,152908198,81977254,2418870,237325192
2018-11-30T00:00:00.000-0500,153058339,82016117,2418885,237514209
2018-12-01T00:00:00.000-0500,153214718,82032543,2418885,237687006
2018-12-02T00:00:00.000-0500,153300551,82050053,2418885,237790403
2018-12-03T00:00:00.000-0500,153441845,82082002,2418885,237963610
2018-12-04T00:00:00.000-0500,153523113,82164494,2418897,238127428
2018-12-05T00:00:00.000-0500,153658639,82196973,2418897,238295475
2018-12-06T00:00:00.000-0500,153806680,82235418,2418897,238481980
2018-12-07T00:00:00.000-0500,153951329,82263963,2418923,238655276
2018-12-08T00:00:00.000-0500,154020035,82274985,2418923,238735007
2018-12-09T00:00:00.000-0500,154050437,82285220,2418954,238775678
2018-12-10T00:00:00.000-0500,154093722,82299555,2418943,238833264
2018-12-11T00:00:00.000-0500,154078182,82310829,2418943,238829009
2018-12-12T00:00:00.000-0500,154150894,82331500,2418943,238922394
2018-12-13T00:00:00.000-0500,154161330,82381981,2418943,238983293
2018-12-14T00:00:00.000-0500,154259570,82408155,2418980,239107776
2018-12-15T00:00:00.000-0500,154296301,82417154,2418980,239153482
2018-12-16T00:00:00.000-0500,154298905,82426084,2418980,239165011
2018-12-17T00:00:00.000-0500,154347300,82450152,2418980,239237464
2018-12-18T00:00:00.000-0500,154354539,82475706,2418992,239270288
2018-12-19T00:00:00.000-0500,154361113,82498348,2418992,239299496
2018-12-20T00:00:00.000-0500,154379800,82541864,2418992,239361689
2018-12-21T00:00:00.000-0500,154420177,82561196,2418992,239421376
2018-12-22T00:00:00.000-0500,154433215,82568297,2418992,239441519
2018-12-23T00:00:00.000-0500,154448344,82575523,2418992,239463885
2018-12-24T00:00:00.000-0500,154469196,82583492,2418992,239492707
2018-12-25T00:00:00.000-0500,154497730,82586328,2418992,239524084
2018-12-26T00:00:00.000-0500,154505839,82595401,2418992,239541257
2018-12-27T00:00:00.000-0500,154520604,82603256,2418992,239563885
2018-12-28T00:00:00.000-0500,154527528,82611850,2418992,239579399
2018-12-29T00:00:00.000-0500,154532792,82617049,2418992,239589856
2018-12-30T00:00:00.000-0500,154579810,82621747,2418609,239641206
2018-12-31T00:00:00.000-0500,154596290,82630067,2418609,239666023
2019-01-01T00:00:00.000-0500,154627215,82637988,2418609,239704870
2019-01-02T00:00:00.000-0500,154744887,82660249,2418623,239844825
2019-01-03T00:00:00.000-0500,154758434,82683221,2418561,239881304
2019-01-04T00:00:00.000-0500,154789797,82703316,2418214,239932406
2019-01-05T00:00:00.000-0500,154794265,82707227,2418214,239940774
2019-01-06T00:00:00.000-0500,154814193,82712933,2418202,239966394
2019-01-07T00:00:00.000-0500,154839809,82720378,2418202,239999452
2019-01-08T00:00:00.000-0500,154852933,82747610,2417702,240039299
2019-01-09T00:00:00.000-0500,154907518,82773559,2417724,240119851
2019-01-10T00:00:00.000-0500,154870102,82786655,2417783,240095588
2019-01-11T00:00:00.000-0500,154887845,82825745,2417784,240152423
2019-01-12T00:00:00.000-0500,154885509,82841109,2417784,240165477
2019-01-13T00:00:00.000-0500,154900855,82853939,2417677,240193576
2019-01-14T00:00:00.000-0500,154946238,82916570,2417677,240301570
2019-01-15T00:00:00.000-0500,154973637,82964235,2417677,240376628
2019-01-16T00:00:00.000-0500,155060098,82999526,2417677,240498370
2019-01-17T00:00:00.000-0500,155147630,83046095,2417699,240632547
2019-01-18T00:00:00.000-0500,155246215,83094177,2413157,240774744
2019-01-19T00:00:00.000-0500,155261561,83104061,2413157,240799968
2019-01-20T00:00:00.000-0500,155285731,83116929,2413157,240836998
2019-01-21T00:00:00.000-0500,155312971,83146343,2413157,240893670
2019-01-22T00:00:00.000-0500,155385162,83211726,2413157,241031336
2019-01-23T00:00:00.000-0500,155541776,83263610,2413157,241239861
2019-01-24T00:00:00.000-0500,155615303,83349278,2413191,241399034
2019-01-25T00:00:00.000-0500,155699002,83399191,2413202,241532628
2019-01-26T00:00:00.000-0500,155548658,83413380,2413202,241396447
2019-01-27T00:00:00.000-0500,155582595,83420920,2413202,241437928
2019-01-28T00:00:00.000-0500,155643202,83487598,2413202,241565212
2019-01-29T00:00:00.000-0500,155792514,83531829,2413202,241758774
2019-01-30T00:00:00.000-0500,156143934,83581852,2413232,242160244
2019-01-31T00:00:00.000-0500,156301511,83640563,2413187,242376512
2019-02-01T00:00:00.000-0500,156400166,83705486,2413240,242540142
2019-02-02T00:00:00.000-0500,156467715,83714738,2413240,242616937
2019-02-03T00:00:00.000-0500,156526964,83735108,2413240,242696556
2019-02-04T00:00:00.000-0500,156671603,83828087,2413160,242934134
2019-02-05T00:00:00.000-0500,156793164,83883545,2413171,243111129
2019-02-06T00:00:00.000-0500,156977771,83961215,2413235,243373464
2019-02-11T00:00:00.000-0500,157368481,84217856,2413367,244021108
2019-02-12T00:00:00.000-0500,157600925,84267716,2413367,244303418
2019-02-13T00:00:00.000-0500,157696393,84340814,2413367,244471987
2019-02-14T00:00:00.000-0500,157858825,84388460,2413428,244682104
2019-02-15T00:00:00.000-0500,158054646,84442086,2413438,244931582
2019-02-16T00:00:00.000-0500,158064433,84454775,2413438,244954076
2019-02-17T00:00:00.000-0500,158140244,84470699,2413422,245045795
2019-02-18T00:00:00.000-0500,158371828,84529514,2413432,245336187
2019-02-19T00:00:00.000-0500,158548934,84577072,2413432,245560862
2019-02-20T00:00:00.000-0500,158857330,84621929,2413446,245914132
2019-02-21T00:00:00.000-0500,159065386,84662955,2413467,246163256
2019-02-22T00:00:00.000-0500,159066152,84704954,2413453,246206066
2019-02-23T00:00:00.000-0500,159080578,84716548,2413427,246232064
2019-02-24T00:00:00.000-0500,159194069,84731185,2413427,246360203
2019-02-25T00:00:00.000-0500,159414052,84789854,2413776,246639157
2019-02-26T00:00:00.000-0500,159606413,84852614,2414097,246894554
2019-02-27T00:00:00.000-0500,159737766,84907176,2414353,247080745
2019-02-28T00:00:00.000-0500,159889254,84952194,2417540,247280480
2019-03-01T00:00:00.000-0500,159973556,85007400,2417651,247420111
2019-03-02T00:00:00.000-0500,160032582,85018111,2419187,247491392
2019-03-03T00:00:00.000-0500,160053459,85031699,2419596,247526247
2019-03-04T00:00:00.000-0500,160250201,85058855,2419703,247750229
2019-03-05T00:00:00.000-0500,160411342,85102838,2421464,247957136
2019-03-06T00:00:00.000-0500,160509912,85157150,2422173,248110743
2019-03-07T00:00:00.000-0500,160640310,85185590,2429471,248276881
2019-03-08T00:00:00.000-0500,160686881,85197859,2488638,248394897
2019-03-09T00:00:00.000-0500,160721322,85206584,2489943,248439367
2019-03-10T00:00:00.000-0500,160819755,85233875,2490700,248565845
2019-03-11T00:00:00.000-0400,161076917,85286655,2492089,248877196
2019-03-12T00:00:00.000-0400,161178675,85342489,2495762,249038535
2019-03-13T00:00:00.000-0400,161365874,85385777,2503653,249276934
2019-03-14T00:00:00.000-0400,161508087,85438752,2506268,249474734
2019-03-18T00:00:00.000-0400,161794776,85646576,2469616,249932645
2019-03-19T00:00:00.000-0400,161973795,85710271,2473686,250179454
2019-03-20T00:00:00.000-0400,162132490,85787354,2474104,250415671
2019-03-21T00:00:00.000-0400,162290057,85834075,2474495,250620316
2019-03-22T00:00:00.000-0400,162455081,85882658,2473591,250833013
2019-03-23T00:00:00.000-0400,162558861,85884768,2474474,250939793
2019-03-24T00:00:00.000-0400,162543708,85909330,2474632,250949384
2019-03-25T00:00:00.000-0400,162821843,85989703,2476009,251309219
2019-03-26T00:00:00.000-0400,162951663,86045919,2478887,251498132
2019-03-28T00:00:00.000-0400,163152285,86158185,2483097,251815285
2019-03-29T00:00:00.000-0400,163324347,86222719,2472271,252041058
2019-03-30T00:00:00.000-0400,163388587,86239708,2472558,252122570
2019-03-31T00:00:00.000-0400,163476739,86259118,2472678,252230239
2019-04-01T00:00:00.000-0400,163712541,86336826,2474169,252545271
2019-04-08T00:00:00.000-0400,164578579,86691731,2533074,253825193
2019-04-09T00:00:00.000-0400,164763659,86761744,2534288,254081476
2019-04-10T00:00:00.000-0400,165029832,86806530,2535356,254393532
2019-04-11T00:00:00.000-0400,165349842,86863623,2536268,254771550
2019-04-12T00:00:00.000-0400,165457527,86909030,2536407,254924777
2019-04-13T00:00:00.000-0400,165583932,86923787,2538466,255068012
2019-04-14T00:00:00.000-0400,165724124,86941340,2543166,255230471
2019-04-15T00:00:00.000-0400,166013942,86999335,2545576,255580714
2019-04-16T00:00:00.000-0400,166213607,87046810,2548329,255830601
2019-04-17T00:00:00.000-0400,166362853,87124264,2550026,256059022
2019-04-18T00:00:00.000-0400,166503905,87173669,2562810,256262263
2019-04-19T00:00:00.000-0400,166859044,87200225,2563730,256644929
2019-04-20T00:00:00.000-0400,166925612,87218802,2563344,256729714
2019-04-21T00:00:00.000-0400,166972646,87228856,2564548,256787998
2019-04-22T00:00:00.000-0400,167110099,87289026,2574020,256995084
2019-04-23T00:00:00.000-0400,167368894,87357302,2582464,257330703
2019-04-24T00:00:00.000-0400,167513893,87412371,2592153,257540483
2019-04-25T00:00:00.000-0400,167169973,87474492,2596580,257263107
2019-04-26T00:00:00.000-0400,167353309,87526901,2597765,257500014
2019-04-27T00:00:00.000-0400,167372126,87543909,2598322,257536403
2019-04-28T00:00:00.000-0400,167474716,87566095,2599434,257662297
2019-04-29T00:00:00.000-0400,167727121,87627429,2603521,257980225
2019-04-30T00:00:00.000-0400,167953734,87686484,2604000,258266415
2019-05-01T00:00:00.000-0400,168362256,87737363,2607400,258729221
2019-05-02T00:00:00.000-0400,168742545,87793370,2608898,259166994
2019-05-03T00:00:00.000-0400,168912575,87900039,2610251,259445031
2019-05-04T00:00:00.000-0400,169022593,87911010,2611739,259567494
2019-05-05T00:00:00.000-0400,168945610,87927945,2612086,259507796
2019-05-06T00:00:00.000-0400,169144338,87967437,2612710,259746645
2019-05-07T00:00:00.000-0400,169291051,88009273,2614435,259936962
2019-05-08T00:00:00.000-0400,169533843,88050273,2614745,260221136
2019-05-09T00:00:00.000-0400,169714965,88064567,2615932,260417751
2019-05-10T00:00:00.000-0400,169702231,88077277,2616087,260417941
2019-05-11T00:00:00.000-0400,169728587,88086462,2618687,260456082
2019-05-12T00:00:00.000-0400,169748783,88095082,2619783,260486011
2019-05-13T00:00:00.000-0400,169814631,88126439,2620929,260584358
2019-05-14T00:00:00.000-0400,169904093,88161124,2621447,260708988
2019-05-15T00:00:00.000-0400,170179201,88191770,2621778,261015071
2019-05-16T00:00:00.000-0400,170336763,88220185,2622418,261201704
2019-05-17T00:00:00.000-0400,170393019,88244800,2628747,261288920
2019-05-18T00:00:00.000-0400,170358211,88254855,2629332,261264758
2019-05-19T00:00:00.000-0400,170497008,88261648,2633993,261415026
2019-05-20T00:00:00.000-0400,170647593,88282572,2640629,261593193
2019-05-21T00:00:00.000-0400,170764914,88308066,2640842,261736194
2019-05-22T00:00:00.000-0400,170880637,88332412,2641727,261877185
2019-05-23T00:00:00.000-0400,171195055,88358811,2642187,262218462
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-24T00:00:00.000-0400,171181364,88377166,2643461,262224408
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-25T00:00:00.000-0400,171200718,88380085,2647511,262250741
2019-05-26T00:00:00.000-0400,171213653,88382092,2647664,262265859
2019-05-27T00:00:00.000-0400,171231888,88389692,2647800,262291839
2019-05-28T00:00:00.000-0400,171560151,88419454,2657121,262659183
2019-05-29T00:00:00.000-0400,171656210,88446153,2671685,262796529
2019-05-30T00:00:00.000-0400,171710207,88478759,2672422,262883925
2019-05-31T00:00:00.000-0400,171812199,88504605,2676242,263015572
2019-06-01T00:00:00.000-0400,171855889,88511854,2677367,263067636
2019-06-02T00:00:00.000-0400,171857864,88517872,2678348,263076616
2019-06-03T00:00:00.000-0400,172043163,88521181,2680621,263267513
2019-06-04T00:00:00.000-0400,172155847,88531993,2680570,263390978
2019-06-05T00:00:00.000-0400,172514525,88548990,2683254,263769339
2019-06-06T00:00:00.000-0400,173035080,88566131,2688605,264312396
2019-06-07T00:00:00.000-0400,172968585,88582947,2690587,264264703
2019-06-08T00:00:00.000-0400,172975940,88588645,2694235,264281385
2019-06-09T00:00:00.000-0400,173007990,88598641,2700723,264329920
2019-06-10T00:00:00.000-0400,173035013,88622372,2701520,264381482
2019-06-11T00:00:00.000-0400,173061782,88646544,2702367,264433258
2019-06-12T00:00:00.000-0400,173019527,88668813,2721620,264432558
2019-06-13T00:00:00.000-0400,173011013,88691761,2732541,264457912
2019-06-14T00:00:00.000-0400,173041352,88713513,2744070,264521510
2019-06-15T00:00:00.000-0400,173057871,88720339,2750447,264551240
2019-06-16T00:00:00.000-0400,173076284,88726812,2750952,264576614
2019-06-17T00:00:00.000-0400,173207928,88754191,2757598,264742282
2019-06-18T00:00:00.000-0400,173411673,88778967,2763186,264976405
2019-06-19T00:00:00.000-0400,173604137,88804771,2773978,265205437
2019-06-20T00:00:00.000-0400,173601096,88821929,2779961,265225532
2019-06-21T00:00:00.000-0400,173774642,88839918,2780508,265417671
2019-06-22T00:00:00.000-0400,173779902,88847949,2785134,265435586
2019-06-23T00:00:00.000-0400,173782378,88857679,2786189,265448830
2019-06-24T00:00:00.000-0400,173912409,88884766,2786594,265606363
2019-06-25T00:00:00.000-0400,173888861,88904706,2791899,265608062
2019-06-26T00:00:00.000-0400,173983905,88925062,2792488,265724044
2019-06-27T00:00:00.000-0400,174104806,88949212,2794008,265870605
2019-06-28T00:00:00.000-0400,174178478,88973762,2794972,265969823
2019-06-29T00:00:00.000-0400,174246118,88983562,2795903,266048205
2019-06-30T00:00:00.000-0400,174257149,88992034,2799534,266071318
2019-07-01T00:00:00.000-0400,174312269,89016160,2802010,266153086
2019-07-02T00:00:00.000-0400,174374409,89042183,2803996,266243249
2019-07-03T00:00:00.000-0400,174660344,89065098,2804055,266552215
2019-07-04T00:00:00.000-0400,174672778,89072150,2804533,266572178
2019-07-05T00:00:00.000-0400,174690833,89082781,2805763,266602113
2019-07-06T00:00:00.000-0400,174738509,89088392,2805585,266655227
2019-07-07T00:00:00.000-0400,174755556,89093578,2808550,266680427
2019-07-08T00:00:00.000-0400,174814341,89121254,2809473,266767801
2019-07-09T00:00:00.000-0400,175194058,89142274,2809701,267168743
2019-07-10T00:00:00.000-0400,175354353,89170155,2809910,267357129
2019-07-11T00:00:00.000-0400,175293100,89194623,2810507,267320931
2019-07-12T00:00:00.000-0400,175343426,89208761,2810790,267385704
